brand,model,year,price,engine_cc,insurance_comp,insurance_tp,insurance_unk,trans_manual,trans_auto,mileage_km,owner_number,fuel_petrol,fuel_diesel,fuel_cng,fuel_lpg,fuel_electric,power_bhp,seats,mileage_kmpl,body_suv,body_sedan,body_hatchback,body_muv,body_coupe,body_convertible,body_other,city_delhi,city_mumbai,city_bangalore,city_chennai,city_hyderabad,city_other
Maruti,800 Dx,1985,160000,796,0,1,0,1,0,50000,2,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,1,0
Maruti,800 Std Mpfi,1985,150000,796,0,1,0,1,0,8000,1,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,1,0
Maruti,800 Std,1986,140000,796,0,1,0,1,0,90000,1,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Mahindra,Jeep Cj 500 D,1989,300000,2523,0,1,0,1,0,60000,0,0,1,0,0,0,116.3145,6,19.39654,1,0,0,0,0,0,0,0,0,1,0,0,0
Maruti,Gypsy Mg410w Ht,1995,400000,1422.844,0,1,0,1,0,10000,3,1,0,0,0,0,116.3145,8,19.39654,1,0,0,0,0,0,0,0,0,1,0,0,0
Maruti,Gypsy Mg410w St,1995,400000,1422.844,0,1,0,1,0,10000,3,1,0,0,0,0,116.3145,6,19.39654,1,0,0,0,0,0,0,0,0,1,0,0,0
Hindustan,Motors Contessa 1.8 Glx,1997,425000,1799,0,1,0,1,0,90000,2,1,0,0,0,0,116.3145,5,14,0,1,0,0,0,0,0,0,0,0,0,1,0
Maruti,Zen Lx,1997,55000,993,0,1,0,1,0,70000,0,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,1,0,0,0
Maruti,800 Ac Bsiii,1998,32000,796,0,1,0,1,0,90000,1,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Omni 5 Str Std,1998,58000,796,0,1,0,1,0,80000,0,1,0,0,0,0,35,5,14,0,0,0,0,0,0,1,0,0,1,0,0,0
Hyundai,Santro Gls Ii - Euro Ii,1998,45000,1422.844,0,1,0,1,0,120000,3,1,0,0,0,0,116.3145,5,19.39654,0,0,1,0,0,0,0,1,0,0,0,0,0
Hyundai,Santro Le,1999,66000,999,0,0,1,1,0,81700,3,1,0,0,0,0,116.3145,5,19.39654,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,800 Ac,1999,50000,796,0,1,0,1,0,110000,1,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,1,0,0,0,0
Maruti,800 Std Bsii,1999,50000,796,0,0,1,1,0,56358,1,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Ford,Mondeo Duratec,1999,50000,1999,0,1,0,0,1,80000,2,1,0,0,0,0,116.3145,5,9,0,1,0,0,0,0,0,0,0,1,0,0,0
Maruti,Wagon R Lx,2000,80000,998,0,1,0,1,0,80000,2,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lx,2000,35000,993,0,1,0,1,0,100000,0,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Hyundai,Santro Le,2000,65000,999,0,1,0,1,0,70000,1,1,0,0,0,0,116.3145,5,19.39654,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Omni 5 Str Std,2001,120000,796,0,1,0,1,0,30000,3,1,0,0,0,0,35,5,14,0,0,1,0,0,0,0,0,0,1,0,0,0
Maruti,Zen Lx,2001,69000,993,0,1,0,1,0,120000,1,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,1,0
Mercedes-Benz,S-Class 320 L,2001,999000,2987,0,1,0,1,0,48000,1,1,0,0,0,0,210,5,13,0,1,0,0,0,0,0,0,0,0,0,1,0
Mitsubishi,Lancer Glxd,2001,76000,1998,0,1,0,1,0,90000,2,0,1,0,0,0,68,5,14.8,0,1,0,0,0,0,0,0,0,1,0,0,0
Toyota,Qualis Fs B4,2001,170000,2446,0,1,0,1,0,120000,2,0,1,0,0,0,73.9725,1,13.1,1,0,0,0,0,0,0,0,0,0,0,1,0
Daewoo,Matiz Sd,2001,85000,796,0,1,0,1,0,70000,1,1,0,0,0,0,52.2739,5,18.5,0,1,0,0,0,0,0,0,0,1,0,0,0
Fiat,Palio 1.2,2002,54000,1242,0,0,1,1,0,85373,3,1,0,0,0,0,116.3145,5,15.5,0,0,1,0,0,0,0,0,0,1,0,0,0
Hyundai,Santro Gs,2002,50000,999,0,0,1,1,0,99750,2,1,0,0,0,0,116.3145,5,19.39654,0,0,1,0,0,0,0,0,0,0,0,1,0
Maruti,800 Std Bsiii,2002,50000,796,0,1,0,1,0,70000,3,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lxi,2002,84000,993,0,0,1,1,0,80728,2,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Mercedes-Benz,C-Class 180 Elegance,2002,225000,1422.844,0,1,0,1,0,135000,1,1,0,0,0,0,116.3145,5,19.39654,0,1,0,0,0,0,0,0,0,0,0,1,0
Mitsubishi,Lancer Glxd,2002,130000,1998,0,1,0,1,0,120000,0,0,1,0,0,0,68,5,14.8,0,1,0,0,0,0,0,0,0,1,0,0,0
Toyota,Qualis Gs G4,2002,230000,2446,0,1,0,1,0,295000,2,0,1,0,0,0,116.3145,8,19.39654,1,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Mondeo Ghia Duratec,2002,140000,1999,0,1,0,1,0,60000,3,1,0,0,0,0,116.3145,5,9,0,1,0,0,0,0,0,0,0,0,1,0,0
Hyundai,Accent Crdi,2003,80000,1493,0,1,0,1,0,120000,2,0,1,0,0,0,80.8766,5,13.1,0,1,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Accent Gls 1.6,2003,95000,1599,0,1,0,1,0,120000,3,1,0,0,0,0,94,5,14.4,0,1,0,0,0,0,0,0,0,1,0,0,0
Hyundai,Santro Xing Xp,2003,95000,1086,0,1,0,1,0,120000,2,1,0,0,0,0,116.3145,5,19.39654,0,0,1,0,0,0,0,0,0,0,0,1,0
Mahindra,Scorpio 2.6 Slx,2003,250000,2179,1,0,0,1,0,52000,1,0,1,0,0,0,120,8,10.5,0,0,0,0,0,0,1,0,0,0,0,0,1
Maruti,800 Std Bsii,2003,50000,796,0,1,0,1,0,20000,1,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Omni 8 Seater Bsii,2003,28001,796,0,0,1,1,0,24360,2,1,0,0,0,0,35,8,19.7,0,0,0,0,0,0,1,0,0,0,0,0,1
Maruti,Omni Lpg Cargo Bsiii W Immobiliser,2003,28001,796,0,0,1,1,0,31382,4,0,0,0,1,0,32.8,5,10.9,0,0,0,0,0,0,1,0,0,0,0,0,1
Maruti,Wagon R Lxi,2003,60000,998,0,1,0,1,0,210500,1,1,0,0,0,0,67.05,5,21.79,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lx Bsii,2003,50000,993,0,1,0,1,0,30000,1,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Mitsubishi,Lancer 1.5 Glxi,2003,70000,1468,0,1,0,1,0,150000,2,1,0,0,0,0,85.8,5,13.7,0,1,0,0,0,0,0,0,0,0,0,0,1
Mitsubishi,Lancer 1.5 Glxi,2003,90000,1468,0,1,0,1,0,150000,1,1,0,0,0,0,85.8,5,13.7,0,1,0,0,0,0,0,0,0,0,1,0,0
Opelcorsa,1.6 Gsi,2003,75000,1589,0,1,0,1,0,110000,2,1,0,0,0,0,91.7259,5,13.8,0,1,0,0,0,0,0,0,0,1,0,0,0
Toyota,Qualis Fs F7,2003,435000,2446,0,1,0,1,0,260000,1,0,1,0,0,0,116.3145,8,19.39654,1,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Ikon 1.6 Clxi,2003,55000,1597,0,1,0,1,0,80000,2,1,0,0,0,0,92,5,14.2,0,1,0,0,0,0,0,0,0,1,0,0,0
Ford,Ikon 1.6 Clxi,2004,56000,1597,0,1,0,1,0,80000,2,1,0,0,0,0,92,5,14.2,0,1,0,0,0,0,0,0,0,1,0,0,0
Ford,Ikon 1.6 Sxi,2004,90000,1597,0,1,0,1,0,100000,2,1,0,0,0,0,92,5,14.2,0,1,0,0,0,0,0,0,0,0,0,1,0
Ford,Ikon 1.6 Zxi,2004,75000,1597,0,1,0,1,0,80000,2,1,0,0,0,0,92,5,14.2,0,1,0,0,0,0,0,0,0,1,0,0,0
Honda,Cr-V 2.4 4wd At,2004,170000,2354,0,1,0,0,1,150000,2,1,0,0,0,0,149.9176,5,10.1,1,0,0,0,0,0,0,0,0,0,0,0,1
Honda,City 1.5 Gxi,2004,100000,1493,0,1,0,1,0,30000,3,1,0,0,0,0,100,5,12.8,0,1,0,0,0,0,0,0,0,1,0,0,0
Hyundai,Santro Xing Xg,2004,150000,1086,0,0,1,1,0,54749,1,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,0,0,0,1
Hyundai,Santro Xing Xg,2004,96000,1086,0,0,1,1,0,131561,0,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,0,0,1,0
Hyundai,Santro Xing Xg Erlx Euro Ii,2004,70000,1086,0,1,0,1,0,90000,1,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,0,0,0,1
Hyundai,Santro Xing Xg Erlx Euro Iii,2004,75000,1086,0,1,0,1,0,120000,2,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,0,0,0,1
Hyundai,Santro Xing Xs,2004,110000,1086,0,1,0,1,0,93000,1,1,0,0,0,0,63,5,17.8,0,0,1,0,0,0,0,0,0,0,0,1,0
Mahindra,Scorpio 2.6 Slx,2004,290000,2179,0,1,0,1,0,120000,1,0,1,0,0,0,120,8,10.5,1,0,0,0,0,0,0,0,0,0,0,1,0
Maruti,800 Ac,2004,35000,796,0,1,0,1,0,60000,4,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,800 Ac,2004,35000,796,0,1,0,1,0,80000,1,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,800 Ac,2004,70000,796,0,1,0,1,0,80000,2,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,1,0
Maruti,800 Std Mpfi,2004,40000,796,0,1,0,1,0,70000,4,1,0,0,0,0,37,4,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Alto Lx,2004,45000,796,0,1,0,1,0,30000,1,1,0,0,0,0,46.3,5,19.7,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Esteem Vxi,2004,80000,1298,0,1,0,1,0,90000,3,1,0,0,0,0,116.3145,5,15.9,0,1,0,0,0,0,0,0,0,1,0,0,0
Maruti,Gypsy King St Bsiii,2004,575000,1298,0,1,0,1,0,15600,3,1,0,0,0,0,80,8,11.96,1,0,0,0,0,0,0,0,0,0,0,1,0
Maruti,Versa Dx2 8-Seater Bsiii Twin A/C,2004,140000,1298,0,1,0,1,0,150000,4,1,0,0,0,0,83.1,8,11.3,0,0,0,0,0,0,1,0,1,0,0,0,0
Maruti,Wagon R Lxi,2004,50000,998,0,1,0,1,0,70000,4,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,1,0,0,0,0
Maruti,Wagon R Lxi,2004,55000,998,0,1,0,1,0,60000,2,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Wagon R Lxi,2004,75000,998,0,1,0,1,0,150000,2,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lxi,2004,135000,993,0,1,0,1,0,100000,4,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,1,0,0,0
Maruti,Zen Vxi,2004,80000,993,0,1,0,1,0,90000,1,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Opelcorsa,1.4gsi,2004,65000,1389,0,1,0,1,0,120000,4,1,0,0,0,0,86.7944,5,14.2,0,1,0,0,0,0,0,0,0,1,0,0,0
Opelcorsa,1.4gsi,2004,80000,1389,0,1,0,1,0,70000,1,1,0,0,0,0,86.7944,5,14.2,0,1,0,0,0,0,0,0,0,1,0,0,0
Skoda,Octavia 1.8 Turbo Petrol Rs Mt,2004,400000,1781,0,1,0,1,0,80000,3,1,0,0,0,0,150,5,14.1,0,0,0,0,0,0,1,0,1,0,0,0,0
Tata,Indica Dls,2004,194000,1405,0,0,1,1,0,148914,2,0,1,0,0,0,116.3145,5,13.5,0,0,1,0,0,0,0,0,0,0,0,1,0
Tata,Indigo Marina Glx,2004,80000,1396,0,1,0,1,0,70000,3,1,0,0,0,0,85,5,12.8,0,0,0,0,0,0,1,0,0,0,0,1,0
Toyota,Qualis Rs E3,2004,200000,2446,0,1,0,1,0,120000,2,0,1,0,0,0,116.3145,9,19.39654,1,0,0,0,0,0,0,0,0,0,0,1,0
Chevrolet,Optra 1.6,2004,70000,1599,0,1,0,1,0,110000,2,1,0,0,0,0,102.5752,5,17.4,0,1,0,0,0,0,0,0,0,0,0,1,0
Ford,Ikon 1.3 Flair,2004,500000,1299,0,1,0,1,0,70000,4,1,0,0,0,0,70,5,13.8,0,1,0,0,0,0,0,0,0,1,0,0,0
Ford,Ikon 1.6 Nxt,2004,70000,1597,0,0,1,1,0,56609,1,1,0,0,0,0,92,5,14.2,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,Cr-V 2.4l 4wd,2005,200000,2354,0,1,0,1,0,110000,3,1,0,0,0,0,158.8,5,11.1,1,0,0,0,0,0,0,0,0,1,0,0,0
Honda,City 1.5 Exi,2005,50000,1493,0,1,0,1,0,50000,2,1,0,0,0,0,100,5,13,0,1,0,0,0,0,0,0,1,0,0,0,0
Honda,City 1.5 Gxi Cvt,2005,150000,1493,0,1,0,0,1,150000,2,1,0,0,0,0,100,5,14.5,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,City Exi,2005,132000,1497,0,1,0,1,0,150000,1,1,0,0,0,0,78,5,17.7,0,1,0,0,0,0,0,1,0,0,0,0,0
Honda,City Gxi,2005,100000,1497,0,1,0,1,0,100000,2,1,0,0,0,0,78,5,17.7,0,1,0,0,0,0,0,0,1,0,0,0,0
Honda,New Accord Vti-L Mt,2005,250000,2354,0,1,0,1,0,90000,2,1,0,0,0,0,144,5,11.9,0,1,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Accent Gle,2005,50000,1495,0,1,0,1,0,80000,3,1,0,0,0,0,94,5,13.2,0,1,0,0,0,0,0,0,1,0,0,0,0
Hyundai,Accent Gls,2005,110000,1495,0,1,0,1,0,70000,1,1,0,0,0,0,94,5,13.2,0,1,0,0,0,0,0,0,0,1,0,0,0
Hyundai,Getz Gls,2005,95000,1341,0,1,0,1,0,90000,1,1,0,0,0,0,81.8629,5,15.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Hyundai,Santro Xing Xo,2005,100000,1086,1,0,0,1,0,91644,2,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,0,1,0,0
Mahindra,Jeep Mm 540,2005,300000,2112,0,1,0,1,0,20000,1,0,1,0,0,0,116.3145,6,19.39654,1,0,0,0,0,0,0,0,0,0,0,0,1
Mahindra,Scorpio 2.6 Slx,2005,275000,2179,1,0,0,1,0,125000,1,0,1,0,0,0,120,8,10.5,1,0,0,0,0,0,0,0,0,1,0,0,0
Maruti,Alto Lxi,2005,110000,796,1,0,0,1,0,77000,1,1,0,0,0,0,46.3,5,19.7,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Swift 1.2 Vxi Bsii,2005,140000,1197,0,1,0,1,0,60000,2,1,0,0,0,0,85,5,16.1,0,0,1,0,0,0,0,0,1,0,0,0,0
Maruti,Wagon R Lx,2005,40000,998,0,1,0,1,0,60000,1,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Wagon R Lx Bsiii,2005,69000,1061,0,1,0,1,0,90000,0,1,0,0,0,0,64,5,17.3,0,0,1,0,0,0,0,0,1,0,0,0,0
Maruti,Wagon R Lxi Bsii,2005,85000,998,0,1,0,1,0,70000,2,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Wagon R Lxi Bsiii,2005,57000,1061,0,0,1,1,0,99385,3,1,0,0,0,0,64,5,14,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Wagon R Primea,2005,40000,998,0,1,0,1,0,120000,1,1,0,0,0,0,67,5,18.9,0,0,1,0,0,0,0,1,0,0,0,0,0
Maruti,Wagon R Vxi,2005,150000,998,0,1,0,1,0,40000,4,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lx,2005,90000,993,0,1,0,1,0,115000,1,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lxi,2005,63000,993,0,1,0,1,0,120000,2,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lxi,2005,69000,993,0,0,1,1,0,96598,2,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Tata,Sumo Victa Ex 10/7 Str Bsii,2005,110000,1948,0,1,0,1,0,120000,1,0,1,0,0,0,68,1,12.2,0,0,0,0,0,0,1,0,0,0,0,0,1
Toyota,Corolla H2,2005,100000,1794,0,1,0,1,0,150000,2,1,0,0,0,0,125,5,13.4,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Corolla H2,2005,280000,1794,0,1,0,1,0,150000,1,1,0,0,0,0,125,5,13.4,0,1,0,0,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 G1 Diesel 8-Seater,2005,304000,2494,0,1,0,1,0,150000,1,0,1,0,0,0,102,8,12.8,0,0,0,1,0,0,0,0,0,0,0,1,0
Bmw,3 Series 320i,2005,300000,1995,0,1,0,0,1,60000,3,1,0,0,0,0,154,5,12.05,0,1,0,0,0,0,0,0,1,0,0,0,0
Chevrolet,Aveo 1.4 Ls,2005,80000,1399,0,1,0,1,0,60000,2,1,0,0,0,0,92.7,5,14.49,0,1,0,0,0,0,0,0,1,0,0,0,0
Chevrolet,Aveo 1.6 Lt,2005,150000,1598,0,1,0,1,0,70000,2,1,0,0,0,0,102,5,14.2,0,1,0,0,0,0,0,0,0,0,0,0,1
Chevrolet,Optra 1.8 Lt,2006,225000,1799,0,1,0,1,0,110000,2,1,0,0,0,0,113.4245,5,12.6,0,1,0,0,0,0,0,0,0,0,0,0,1
Chevrolet,Tavera 2 Ss D1 8 Seats,2006,250000,2499,0,1,0,1,0,120000,0,0,1,0,0,0,80,8,14.8,0,0,0,1,0,0,0,0,0,0,0,0,1
Chevrolet,Tavera B2-7 Seats Bsii,2006,125000,2499,0,1,0,1,0,120000,2,0,1,0,0,0,80,7,14.8,0,0,0,0,0,0,1,0,0,0,0,0,1
Ford,Endeavour 4x4 Xlt,2006,115000,2953,0,1,0,1,0,70000,1,0,1,0,0,0,153.8,7,10.9,1,0,0,0,0,0,0,1,0,0,0,0,0
Ford,Fiesta 1.4 Sxi Duratorq,2006,200000,1399,0,1,0,1,0,120000,2,0,1,0,0,0,116.3145,5,17.8,0,1,0,0,0,0,0,0,0,0,1,0,0
Ford,Fusion 1.6 Duratec Petrol,2006,80000,1596,0,1,0,1,0,60000,2,1,0,0,0,0,101,5,13.6,0,0,1,0,0,0,0,0,1,0,0,0,0
Honda,City Exi,2006,219000,1497,0,1,0,1,0,61279,4,1,0,0,0,0,78,5,17.7,0,1,0,0,0,0,0,0,0,1,0,0,0
Honda,City Gxi,2006,180000,1497,0,1,0,1,0,80000,4,1,0,0,0,0,78,5,17.7,0,1,0,0,0,0,0,0,0,1,0,0,0
Honda,City Gxi,2006,199000,1497,0,1,0,1,0,100000,1,1,0,0,0,0,78,5,17.7,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,City Gxi,2006,300000,1497,0,0,1,1,0,11111,2,1,0,0,0,0,78,5,17.7,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,City Vtec,2006,110000,1497,0,1,0,1,0,100000,2,1,0,0,0,0,100,5,16.9,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,City Vtec,2006,120000,1497,0,1,0,1,0,90000,4,1,0,0,0,0,100,5,16.9,0,1,0,0,0,0,0,0,1,0,0,0,0
Honda,Civic 1.8 S At,2006,270000,1799,0,1,0,0,1,90000,3,1,0,0,0,0,130,5,12.9,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,Civic 1.8 S Mt,2006,235000,1799,0,0,1,1,0,115292,1,1,0,0,0,0,130,5,13.5,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,Civic 1.8 V At,2006,150000,1799,0,1,0,0,1,100000,4,1,0,0,0,0,130,5,12.9,0,1,0,0,0,0,0,0,0,0,0,0,1
Honda,New Accord Vti-L Mt,2006,200000,2354,0,1,0,1,0,100000,2,1,0,0,0,0,144,5,11.9,0,1,0,0,0,0,0,0,0,0,0,1,0
Honda,New Accord Vti-L Mt,2006,270000,2354,0,1,0,1,0,100000,2,1,0,0,0,0,144,5,11.9,0,1,0,0,0,0,0,0,0,0,0,0,1
Hyundai,Accent Crdi,2006,120000,1493,0,1,0,1,0,120000,2,0,1,0,0,0,80.8766,5,13.1,0,0,0,0,0,0,1,0,0,0,0,1,0
Hyundai,Accent Gle,2006,142000,1495,0,0,1,1,0,94970,2,1,0,0,0,0,94,5,13.2,0,1,0,0,0,0,0,0,0,0,0,0,1
Hyundai,Elantra Crdi,2006,130000,1991,0,1,0,1,0,120000,3,0,1,0,0,0,112.2,5,14.9,0,1,0,0,0,0,0,0,1,0,0,0,0
Hyundai,Getz Gls,2006,125000,1341,0,1,0,1,0,20000,2,1,0,0,0,0,81.8629,5,15.3,0,0,1,0,0,0,0,0,1,0,0,0,0
Hyundai,Getz Gls,2006,75000,1341,0,1,0,1,0,70000,2,1,0,0,0,0,81.8629,5,15.3,0,0,1,0,0,0,0,0,0,0,0,0,1
Hyundai,Santro Xing Xl,2006,150000,1086,0,1,0,1,0,20000,2,1,0,0,0,0,116.3145,5,19.39654,0,0,1,0,0,0,0,0,0,1,0,0,0
Hyundai,Santro Xing Xl,2006,195000,1086,1,0,0,1,0,110654,2,1,0,0,0,0,116.3145,5,19.39654,0,0,1,0,0,0,0,0,0,1,0,0,0
Hyundai,Santro Xing Xl Erlx Euro Ii,2006,140000,1086,0,1,0,1,0,100000,3,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,0,1,0,0
Hyundai,Santro Xing Xo,2006,100000,1086,0,1,0,1,0,150000,4,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,1,0,0,0,0
Hyundai,Santro Xing Xo,2006,155000,1086,0,1,0,1,0,100000,3,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,1,0,0,0
Hyundai,Santro Xing Xo Erlx Euro Ii,2006,185000,1086,0,1,0,1,0,72110,1,1,0,0,0,0,116.3145,5,17,0,0,1,0,0,0,0,0,0,0,1,0,0
Hyundai,Verna Crdi,2006,195000,1493,0,1,0,1,0,110000,2,0,1,0,0,0,110,5,16.8,0,1,0,0,0,0,0,0,0,0,0,1,0
Hyundai,Verna Crdi,2006,74000,1493,1,0,0,1,0,149892,2,0,1,0,0,0,110,5,16.8,0,1,0,0,0,0,0,0,0,1,0,0,0
Mahindra,Bolero Di,2006,250000,2523,0,1,0,1,0,120000,1,0,1,0,0,0,63,7,13.6,0,0,0,0,0,0,1,0,0,1,0,0,0
Mahindra,Scorpio 2.6 Glx,2006,400000,2609,0,1,0,1,0,120000,1,0,1,0,0,0,116.6,8,12.7,1,0,0,0,0,0,0,0,0,0,0,1,0
Mahindra,Scorpio Dx 2.6 Turbo 7 Str,2006,400000,2609,0,1,0,1,0,110000,2,0,1,0,0,0,116.6,7,12.7,1,0,0,0,0,0,0,0,1,0,0,0,0
Maruti,Alto Lxi,2006,70000,796,0,1,0,1,0,90000,0,1,0,0,0,0,46.3,5,19.7,0,0,1,0,0,0,0,1,0,0,0,0,0
Maruti,Alto Lxi Bsiii,2006,140000,796,0,1,0,1,0,90000,2,1,0,0,0,0,46.3,5,19.7,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Swift 1.2 Vxi Bsii,2006,165000,1197,1,0,0,1,0,78000,2,1,0,0,0,0,85,5,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Swift 1.3 Vxi Abs,2006,100000,1298,0,1,0,1,0,40000,3,1,0,0,0,0,88.2,5,16.1,0,0,1,0,0,0,0,0,1,0,0,0,0
Maruti,Swift 1.3 Vxi,2006,100000,1298,0,1,0,1,0,80000,1,1,0,0,0,0,88.2,5,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Swift 1.3 Vxi,2006,200000,1298,1,0,0,1,0,85421,0,1,0,0,0,0,88.2,5,16.1,0,0,1,0,0,0,0,0,0,1,0,0,0
Maruti,Swift 1.3 Vxi,2006,83632,1298,0,0,1,1,0,120921,2,1,0,0,0,0,88.2,5,16.1,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Wagon R Lxi,2006,130000,998,0,1,0,1,0,120000,3,1,0,0,0,0,67.1,5,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1
Maruti,Zen Lxi,2006,72000,993,0,1,0,1,0,103901,2,1,0,0,0,0,59.178,5,17.3,0,0,1,0,0,0,0,0,0,0,0,1,0
Skoda,Octavia Classic 1.9 Tdi Mt,2006,160000,1896,0,1,0,1,0,120000,2,0,1,0,0,0,6690,5,18.7,0,1,0,0,0,0,0,0,0,0,0,1,0
Tata,Indica V2 Dl Bsiii,2006,110000,1396,0,1,0,1,0,50000,1,0,1,0,0,0,52.8,5,17.88,0,0,1,0,0,0,0,0,1,0,0,0,0
Tata,Indigo Lx,2006,105000,1405,0,1,0,1,0,110000,2,0,1,0,0,0,70,5,17,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Indigo Vs,2006,90000,1405,0,1,0,1,0,60000,3,0,1,0,0,0,70,5,17.8,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Corolla H2,2006,325000,1794,0,1,0,1,0,92000,1,1,0,0,0,0,125,5,13.4,0,1,0,0,0,0,0,0,0,0,0,1,0
Toyota,Corolla H4,2006,295000,1794,1,0,0,0,1,90000,4,1,0,0,0,0,125,5,11.3,0,1,0,0,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 G4 Diesel 7-Seater,2006,500000,2494,0,1,0,1,0,120000,2,0,1,0,0,0,102,7,12.8,0,0,0,1,0,0,0,0,0,1,0,0,0
Toyota,Innova 2.5 G4 Diesel 8-Seater,2006,451000,2494,0,0,1,1,0,186892,3,0,1,0,0,0,102,8,12.8,0,0,0,1,0,0,0,0,0,1,0,0,0
Toyota,Innova 2.5 V Diesel 7-Seater,2006,260000,2494,0,1,0,1,0,150000,2,0,1,0,0,0,102,7,12.8,0,0,0,0,0,0,1,0,0,0,0,0,1
Audi,A6 3.0 Tfsi Quattro,2006,775000,2995,1,0,0,0,1,89000,2,1,0,0,0,0,294.9,5,9.2,0,1,0,0,0,0,0,0,0,1,0,0,0
