brand,model,year,price,engine_cc,insurance_comp,insurance_tp,insurance_unk,trans_manual,trans_auto,mileage_km,owner_number,fuel_petrol,fuel_diesel,fuel_cng,fuel_lpg,fuel_electric,power_bhp,seats,mileage_kmpl,body_suv,body_sedan,body_hatchback,body_muv,body_coupe,body_convertible,body_other,city_delhi,city_mumbai,city_bangalore,city_chennai,city_hyderabad,city_other
Tata,Indigo Cr4,2012,150000,1396,1,0,0,1,0,65421,1,0,1,0,0,0,70,5,23.57,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Indigo Classic Dicor,2012,150000,1396,0,1,0,1,0,110000,2,0,1,0,0,0,70,5,23.57,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Indigo Glx,2012,110000,1193,0,1,0,1,0,75238,3,1,0,0,0,0,64.1,5,15.64,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Indigo Ls,2012,150000,1405,0,1,0,1,0,60000,2,0,1,0,0,0,70,5,17,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Indigo Ls Bsiv,2012,178000,1396,0,1,0,1,0,60000,1,0,1,0,0,0,69,5,23.03,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Indigo Lx,2012,150000,1405,0,1,0,1,0,120000,2,0,1,0,0,0,70,5,17,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Indigo Vx Bsiv,2012,150000,1396,0,1,0,1,0,100000,1,0,1,0,0,0,69,5,25,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,Manza Aura (Abs) Quadrajet Bs Iv,2012,275000,1248,0,1,0,1,0,90000,1,0,1,0,0,0,88.8,5,21.12,0,1,0,0,0,0,0,0,0,1,0,0,0
Tata,Manza Aura (Abs) Safire Bs Iv,2012,170000,1368,0,1,0,1,0,110000,3,1,0,0,0,0,88.8,5,13.7,0,1,0,0,0,0,0,0,0,0,0,1,0
Tata,Manza Club Class Quadrajet90 Ls,2012,150000,1248,0,1,0,1,0,120000,2,0,1,0,0,0,88.8,5,21.02,0,1,0,0,0,0,0,0,0,0,0,0,1
Tata,New Safari Dicor 2.2 Ex 4x2,2012,300000,2179,0,1,0,1,0,80000,1,0,1,0,0,0,138.1,7,11.57,1,0,0,0,0,0,0,0,0,0,0,0,1
Tata,New Safari Dicor 2.2 Lx 4x2 Bs Iv,2012,275000,2179,0,1,0,1,0,90000,2,0,1,0,0,0,138.03,7,13.93,1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Camry 2.5 G,2012,1200000,2494,1,0,0,0,1,61000,2,1,0,0,0,0,178.3,5,12.98,0,1,0,0,0,0,0,0,0,0,1,0,0
Toyota,Camry 2.5 G,2012,475000,2494,0,1,0,0,1,110098,2,1,0,0,0,0,178.3,5,12.98,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Corolla Altis 1.8 Vl At,2012,400000,1794,1,0,0,0,1,51863,1,1,0,0,0,0,138.1,5,14.53,0,1,0,0,0,0,0,1,0,0,0,0,0
Toyota,Corolla Altis Diesel D4dg,2012,200000,1364,0,1,0,1,0,65000,1,0,1,0,0,0,87.2,5,21.43,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios G,2012,225000,1496,0,1,0,1,0,80000,3,1,0,0,0,0,88.73,5,17.6,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios G,2012,300000,1496,0,1,0,1,0,120000,3,1,0,0,0,0,88.73,5,17.6,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios G,2012,325000,1496,0,1,0,1,0,40000,1,1,0,0,0,0,88.73,5,17.6,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios Gd,2012,200000,1364,0,1,0,1,0,150000,4,0,1,0,0,0,116.3145,5,23.59,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios Gd,2012,250000,1364,0,1,0,1,0,50000,1,0,1,0,0,0,116.3145,5,23.59,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios Gd,2012,412000,1364,1,0,0,1,0,60269,1,0,1,0,0,0,116.3145,5,23.59,0,1,0,0,0,0,0,0,0,0,0,1,0
Toyota,Etios Liva G Sp,2012,285000,1197,1,0,0,1,0,70000,2,1,0,0,0,0,78.9,5,17.71,0,0,1,0,0,0,0,1,0,0,0,0,0
Toyota,Etios Liva Gd,2012,425000,1364,1,0,0,1,0,74000,1,0,1,0,0,0,116.3145,5,23.59,0,0,1,0,0,0,0,0,0,0,1,0,0
Toyota,Etios V,2012,300000,1496,0,1,0,1,0,65000,2,1,0,0,0,0,116.3145,5,17.6,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios V,2012,425000,1496,1,0,0,1,0,68000,1,1,0,0,0,0,116.3145,5,17.6,0,1,0,0,0,0,0,0,0,0,0,1,0
Toyota,Etios Vd,2012,300000,1364,0,1,0,1,0,117000,1,0,1,0,0,0,67.05,5,23.59,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios Vd,2012,300000,1364,0,1,0,1,0,90000,3,0,1,0,0,0,116.3145,5,23.59,0,1,0,0,0,0,0,0,0,0,0,0,1
Toyota,Etios Vd,2012,395000,1364,1,0,0,1,0,84000,1,0,1,0,0,0,116.3145,5,23.59,0,1,0,0,0,0,0,0,1,0,0,0,0
Toyota,Fortuner 4x2 4 Speed At,2012,1055000,2982,0,0,1,0,1,208009,2,0,1,0,0,0,169,7,11.5,1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Fortuner 4x2 Manual,2012,1500000,2982,0,1,0,1,0,122000,2,0,1,0,0,0,168.5,7,13,1,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Fortuner 4x2 Manual,2012,951000,2982,0,1,0,1,0,145000,2,0,1,0,0,0,168.5,7,13,1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Fortuner 4x4 Mt,2012,1325000,2982,1,0,0,1,0,170000,1,0,1,0,0,0,168.5,7,12.55,1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Fortuner 4x4 Mt,2012,600000,2982,0,1,0,1,0,120000,4,0,1,0,0,0,168.5,7,12.55,1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Fortuner 4x4 Mt,2012,800000,2982,0,1,0,1,0,120000,2,0,1,0,0,0,168.5,7,12.55,1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Innova 2.5 E 8 Str,2012,775000,2494,1,0,0,1,0,122000,1,0,1,0,0,0,102,8,12.8,0,0,0,1,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 G (Diesel) 7 Seater,2012,625000,2494,0,1,0,1,0,255000,3,0,1,0,0,0,100,7,12.99,0,0,0,1,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 G (Diesel) 7 Seater,2012,695000,2494,1,0,0,1,0,150001,2,0,1,0,0,0,100.6,7,12.99,0,0,0,1,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 G (Diesel) 7 Seater Bs Iv,2012,630000,2494,0,1,0,1,0,100000,3,0,1,0,0,0,100,7,12.99,0,0,0,1,0,0,0,0,0,0,0,0,1
Toyota,Innova 2.5 G (Diesel) 7 Seater Bs Iv,2012,750000,2494,0,1,0,1,0,120000,1,0,1,0,0,0,100,7,12.99,0,0,0,1,0,0,0,0,0,0,0,1,0
Toyota,Innova 2.5 G (Diesel) 8 Seater,2012,650000,2494,0,1,0,1,0,150000,1,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 G (Diesel) 8 Seater,2012,695000,2494,0,1,0,1,0,154213,2,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 G (Diesel) 8 Seater Bs Iv,2012,423000,2494,0,1,0,1,0,120000,4,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,0,0,0,0,1
Toyota,Innova 2.5 G (Diesel) 8 Seater Bs Iv,2012,455000,2494,0,1,0,1,0,120000,4,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,0,0,0,0,1
Toyota,Innova 2.5 Gx (Diesel) 7 Seater Bs Iv,2012,1125000,2494,0,1,0,1,0,120000,2,0,1,0,0,0,100,7,12.99,0,0,0,1,0,0,0,0,0,1,0,0,0
Toyota,Innova 2.5 Gx (Diesel) 8 Seater,2012,799000,2494,1,0,0,1,0,77000,1,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 Vx (Diesel) 7 Seater Bs Iv,2012,875000,2494,0,1,0,1,0,68000,1,0,1,0,0,0,100.6,7,12.99,0,0,0,1,0,0,0,0,0,1,0,0,0
Toyota,Innova 2.5 Vx (Diesel) 8 Seater,2012,675000,2494,1,0,0,1,0,260000,1,0,1,0,0,0,100.6,8,12.99,0,0,0,1,0,0,0,0,0,0,0,0,1
Toyota,Innova 2.5 Vx (Diesel) 8 Seater,2012,869000,2494,0,0,1,1,0,137025,2,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,0,0,0,0,1
Toyota,Innova 2.5 Vx (Diesel) 8 Seater Bs Iv,2012,1050000,2494,0,1,0,1,0,120000,1,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,0,0,1,0,0
Toyota,Innova 2.5 Vx (Diesel) 8 Seater Bs Iv,2012,960000,2494,0,1,0,1,0,120000,4,0,1,0,0,0,100,8,12.99,0,0,0,1,0,0,0,0,0,1,0,0,0
Toyota,Innova 2.5 Vx 8 Str Bsiv,2012,550000,2494,0,1,0,1,0,120000,4,0,1,0,0,0,102,8,12.8,0,0,0,1,0,0,0,0,1,0,0,0,0
Toyota,Innova 2.5 Vx 8 Str Bsiv,2012,680000,2494,0,1,0,1,0,60000,1,0,1,0,0,0,102,8,12.8,0,0,0,1,0,0,0,0,1,0,0,0,0
Volkswagen,Beetle 2.0,2012,1425000,1984,0,1,0,0,1,36000,1,1,0,0,0,0,114.4,4,10.98,0,0,1,0,0,0,0,0,1,0,0,0,0
Volkswagen,Jetta 2.0l Tdi Comfortline,2012,436000,1968,1,0,0,1,0,63185,2,0,1,0,0,0,138.1,5,19.33,0,1,0,0,0,0,0,0,1,0,0,0,0
Volkswagen,Jetta 2.0l Tdi Highline At,2012,620000,1968,0,0,1,0,1,137897,3,0,1,0,0,0,138.1,5,16.96,0,1,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat Diesel Comfortline 2.0 Tdi,2012,530000,1968,1,0,0,1,0,110000,2,0,1,0,0,0,167.7,5,18.33,0,1,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Passat Diesel Comfortline 2.0 Tdi,2012,550000,1968,0,1,0,1,0,120000,4,0,1,0,0,0,167.7,5,18.33,0,1,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Passat Diesel Highline 2.0 Tdi,2012,775000,1968,0,1,0,0,1,90000,2,0,1,0,0,0,167.7,5,18.33,0,1,0,0,0,0,0,0,1,0,0,0,0
Volkswagen,Polo Diesel Comfortline 1.2l,2012,176000,1199,0,1,0,1,0,90000,4,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Comfortline 1.2l,2012,195000,1199,0,1,0,1,0,60000,2,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Comfortline 1.2l,2012,250000,1199,0,1,0,1,0,60000,2,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Comfortline 1.2l,2012,275000,1199,1,0,0,1,0,54000,2,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Comfortline 1.2l,2012,295000,1199,1,0,0,1,0,99913,1,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,1,0,0,0,0
Volkswagen,Polo Diesel Comfortline 1.2l,2012,299000,1199,0,1,0,1,0,81000,2,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Comfortline 1.2l,2012,300000,1199,0,1,0,1,0,100000,1,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Comfortline 1.2l,2012,345000,1199,1,0,0,1,0,110000,1,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,1,0,0,0
Volkswagen,Polo Diesel Comfortline 1.2l,2012,350000,1199,0,0,1,1,0,52608,3,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Comfortline 1.2l,2012,420000,1199,0,1,0,1,0,100000,2,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,1,0,0,0
Volkswagen,Polo Diesel Highline 1.2l,2012,235000,1199,0,1,0,1,0,80000,0,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Highline 1.2l,2012,300000,1199,0,0,1,1,0,82690,3,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Highline 1.2l,2012,344000,1199,0,0,1,1,0,91128,4,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,1,0,0,0
Volkswagen,Polo Diesel Highline 1.2l,2012,395000,1199,0,1,0,1,0,100000,1,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,1,0
Volkswagen,Polo Diesel Highline 1.2l,2012,400000,1199,0,1,0,1,0,70000,2,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,1,0,0,0
Volkswagen,Polo Diesel Trendline 1.2l,2012,200000,1199,0,0,1,1,0,146640,4,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Trendline 1.2l,2012,200000,1199,0,1,0,1,0,80000,0,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Diesel Trendline 1.2l,2012,261000,1199,0,0,1,1,0,74180,0,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Polo Ipl Ii 1.2 Diesel Highline,2012,268000,1199,0,1,0,1,0,90000,3,0,1,0,0,0,73.9,5,22.07,0,0,1,0,0,0,0,0,0,1,0,0,0
Volkswagen,Polo Petrol Trendline 1.2l,2012,235000,1198,0,1,0,1,0,59593,2,1,0,0,0,0,73.9,5,16.47,0,0,1,0,0,0,0,1,0,0,0,0,0
Volkswagen,Polo Petrol Trendline 1.2l,2012,254000,1198,1,0,0,1,0,55809,2,1,0,0,0,0,73.9,5,16.47,0,0,1,0,0,0,0,0,0,0,0,0,1
Volkswagen,Vento Diesel Comfortline,2012,300000,1598,0,1,0,1,0,90000,3,0,1,0,0,0,103.6,5,20.54,0,1,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Vento Diesel Highline,2012,365000,1598,1,0,0,1,0,85000,2,0,1,0,0,0,103.6,5,20.54,0,1,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Vento Diesel Highline,2012,383000,1598,0,1,0,1,0,116470,2,0,1,0,0,0,103.6,5,20.54,0,1,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Vento Diesel Trendline,2012,375000,1598,0,1,0,1,0,123000,1,0,1,0,0,0,103.6,5,20.54,0,1,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Vento Ipl Ii Petrol Highline,2012,232000,1598,0,1,0,1,0,90000,3,1,0,0,0,0,103.5615,5,15.8,0,1,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Vento Ipl Ii Petrol Highline,2012,300000,1598,0,1,0,1,0,60000,2,1,0,0,0,0,103.5615,5,15.8,0,1,0,0,0,0,0,0,1,0,0,0,0
Volkswagen,Vento New Diesel Highline,2012,449000,1598,0,1,0,1,0,87000,2,0,1,0,0,0,103.5,5,20.54,0,1,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Vento Petrol Comfortline,2012,287000,1598,0,1,0,1,0,93097,1,1,0,0,0,0,103.6,5,15.04,0,1,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Vento Petrol Comfortline,2012,299000,1598,0,1,0,1,0,68000,2,1,0,0,0,0,103.6,5,15.04,0,1,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Vento Petrol Highline,2012,300000,1598,1,0,0,1,0,75396,1,1,0,0,0,0,103.6,5,15.04,0,1,0,0,0,0,0,0,1,0,0,0,0
Volkswagen,Vento Petrol Highline,2012,300000,1598,0,1,0,1,0,30000,2,1,0,0,0,0,103.6,5,15.04,0,1,0,0,0,0,0,0,1,0,0,0,0
Volkswagen,Vento Petrol Highline,2012,361000,1598,0,1,0,1,0,6200,1,1,0,0,0,0,103.6,5,15.04,0,1,0,0,0,0,0,0,1,0,0,0,0
Volkswagen,Vento Petrol Highline,2012,475000,1598,1,0,0,1,0,58254,1,1,0,0,0,0,103.6,5,15.04,0,1,0,0,0,0,0,0,0,1,0,0,0
Volkswagen,Vento Petrol Highline At,2012,299000,1598,1,0,0,0,1,57000,2,1,0,0,0,0,103.6,5,14.4,0,1,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Vento Petrol Highline At,2012,437000,1598,1,0,0,0,1,66606,1,1,0,0,0,0,103.6,5,14.4,0,1,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Vento Petrol Highline At,2012,550000,1598,1,0,0,0,1,52000,1,1,0,0,0,0,103.6,5,14.4,0,1,0,0,0,0,0,0,0,1,0,0,0
Volvo,S60 D3,2012,799000,1985,0,1,0,0,1,85000,1,0,1,0,0,0,163,5,18.5,0,1,0,0,0,0,0,0,0,0,0,1,0
Volvo,S60 D5 Kinetic,2012,1050000,2400,0,1,0,0,1,80000,1,0,1,0,0,0,215,5,13.2,0,1,0,0,0,0,0,0,0,0,0,1,0
Volvo,S60 D5 Summum,2012,1150000,2400,0,1,0,0,1,92000,1,0,1,0,0,0,215,5,13.2,0,1,0,0,0,0,0,0,0,0,0,1,0
Volvo,S60 T6 Summum,2012,1000000,3200,0,1,0,0,1,50000,1,1,0,0,0,0,303.7,5,9.8,0,1,0,0,0,0,0,0,1,0,0,0,0
Volvo,Xc60 D3 Kinetic,2012,1775000,1985,0,1,0,0,1,89000,2,0,1,0,0,0,163,5,14.7,1,0,0,0,0,0,0,0,1,0,0,0,0
Volvo,Xc60 D3 Summum,2012,1015000,1985,0,1,0,0,1,109000,1,0,1,0,0,0,163,5,14.7,1,0,0,0,0,0,0,0,0,0,0,1,0
Volvo,Xc60 D3 Summum,2012,1250000,1985,0,1,0,0,1,146769,1,0,1,0,0,0,163,5,14.7,1,0,0,0,0,0,0,0,0,0,0,1,0
Audi,A4 1.8 Tfsi Premium Plus,2012,1050000,1798,1,0,0,0,1,34700,3,1,0,0,0,0,167.62,5,15.64,0,1,0,0,0,0,0,0,1,0,0,0,0
Audi,A4 1.8 Tfsi Premium Plus,2012,1490000,1798,1,0,0,0,1,43800,1,1,0,0,0,0,167.62,5,15.64,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A4 2.0 Tdi,2012,1050000,1968,0,1,0,0,1,54000,2,0,1,0,0,0,147.51,5,16.55,0,1,0,0,0,0,0,0,1,0,0,0,0
Audi,A4 2.0 Tdi,2012,1275000,1968,1,0,0,0,1,122000,1,0,1,0,0,0,147.51,5,16.55,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A4 2.0 Tdi,2012,1299000,1968,0,1,0,0,1,66000,1,0,1,0,0,0,147.51,5,16.55,0,1,0,0,0,0,0,0,0,0,0,1,0
Audi,A4 2.0 Tdi,2012,750000,1968,0,1,0,0,1,100000,3,0,1,0,0,0,147.51,5,16.55,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A4 2.0 Tdi Multitronic,2012,1100000,1968,0,1,0,0,1,100000,1,0,1,0,0,0,140,5,16.55,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A4 2.0 Tdi Premium Plus,2012,1700000,1968,1,0,0,0,1,34100,1,0,1,0,0,0,174.33,5,17.11,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A4 35 Tdi Premium Sport,2012,1390000,1968,1,0,0,0,1,73000,2,0,1,0,0,0,174.33,5,17.11,0,1,0,0,0,0,0,0,0,0,1,0,0
Audi,A6 2.0 Tdi,2012,1200000,1968,0,0,1,0,1,173215,1,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,1,0,0,0
Audi,A6 2.0 Tdi,2012,1599000,1968,1,0,0,0,1,9391,3,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,1,0,0,0
Audi,A6 2.0 Tdi,2012,1675000,1968,0,1,0,0,1,60000,2,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,0,0,1,0
Audi,A6 2.0 Tdi,2012,680000,1968,0,1,0,0,1,80000,3,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A6 2.0 Tdi,2012,700000,1968,1,0,0,0,1,43819,1,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A6 2.0 Tdi,2012,799000,1968,1,0,0,0,1,77000,1,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,1,0,0,0,0,0
Audi,A6 2.0 Tdi,2012,847000,1968,0,1,0,0,1,83384,3,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A6 2.0 Tdi,2012,980000,1968,0,1,0,0,1,60000,2,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A6 2.0 Tdi Premium Plus,2012,1075000,1968,1,0,0,0,1,52000,1,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A6 2.0 Tdi Premium Plus,2012,1200000,1968,1,0,0,0,1,79500,2,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,1,0,0,0,0,0
Audi,A6 2.0 Tdi Premium Plus,2012,1450000,1968,0,1,0,0,1,40000,2,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,0,0,0,1
Audi,A6 2.0 Tdi Premium Plus,2012,1600000,1968,0,1,0,0,1,80000,1,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,0,0,1,0,0,0
Audi,A6 2.0 Tdi Special Edition,2012,990000,1968,0,1,0,0,1,84000,1,0,1,0,0,0,174.33,5,17.68,0,1,0,0,0,0,0,1,0,0,0,0,0
Audi,Q3 2.0 Tdi Quattro Premium Plus,2012,1300000,1968,0,1,0,0,1,100000,2,0,1,0,0,0,174.33,5,15.73,1,0,0,0,0,0,0,1,0,0,0,0,0
Audi,Q3 2.0 Tdi Quattro Premium Plus,2012,900000,1968,0,1,0,0,1,120000,3,0,1,0,0,0,174.33,5,15.73,1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q3 35 Tdi Quattro Premium,2012,1410000,1968,1,0,0,0,1,90000,1,0,1,0,0,0,174.33,5,15.73,1,0,0,0,0,0,0,0,0,0,1,0,0
Audi,Q5 2.0 Tdi,2012,1750000,1968,0,1,0,0,1,60091,1,0,1,0,0,0,174.3,5,14.16,1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q5 2.0 Tdi,2012,1800000,1968,0,1,0,0,1,100000,2,0,1,0,0,0,174.3,5,14.16,1,0,0,0,0,0,0,0,0,0,0,1,0
Audi,Q5 2.0 Tdi,2012,1850000,1968,0,1,0,0,1,60091,1,0,1,0,0,0,174.3,5,14.16,1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q5 30 Tdi Quattro Premium Plus,2012,1300000,1968,1,0,0,0,1,92000,2,0,1,0,0,0,174.3,5,14.16,1,0,0,0,0,0,0,1,0,0,0,0,0
Audi,Q5 30 Tdi Quattro Technology,2012,1640000,1968,0,1,0,0,1,80000,2,0,1,0,0,0,174.3,5,14.16,1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q7 3.0 Tdi Quattro Technology,2012,1414000,2967,1,0,0,0,1,58000,1,0,1,0,0,0,241.4,7,12.07,1,0,0,0,0,0,0,1,0,0,0,0,0
Audi,Q7 3.0 Tdi Quattro,2012,1600000,2967,0,1,0,0,1,120000,1,0,1,0,0,0,241.4,7,12.07,1,0,0,0,0,0,0,0,0,0,0,0,1
Audi,Q7 3.0 Tdi Quattro,2012,2200000,2967,1,0,0,0,1,135000,2,0,1,0,0,0,241.4,7,12.07,1,0,0,0,0,0,0,0,0,0,1,0,0
Audi,Q7 3.0 Tdi Quattro,2012,2800000,2967,1,0,0,0,1,87101,1,0,1,0,0,0,241.4,7,12.07,1,0,0,0,0,0,0,0,0,1,0,0,0
Bmw,1 Series 116i,2012,1175000,1598,0,1,0,0,1,89900,2,1,0,0,0,0,136,5,16.28,0,0,1,0,0,0,0,0,0,1,0,0,0
Bmw,3 Series 320d Luxury Line,2012,1000000,1995,0,1,0,0,1,76000,3,0,1,0,0,0,184,5,18.88,0,1,0,0,0,0,0,0,0,0,0,0,1
Bmw,3 Series 320d Luxury Line,2012,1050000,1995,1,0,0,0,1,79000,3,0,1,0,0,0,184,5,18.88,0,1,0,0,0,0,0,0,0,1,0,0,0
Bmw,3 Series 320d Luxury Line,2012,1100000,1995,0,1,0,0,1,90000,3,0,1,0,0,0,184,5,18.88,0,1,0,0,0,0,0,0,0,0,0,0,1
Bmw,3 Series 320d Luxury Line,2012,1200000,1995,0,1,0,0,1,100000,2,0,1,0,0,0,184,5,18.88,0,1,0,0,0,0,0,0,0,0,0,0,1
Bmw,3 Series 320d Luxury Line,2012,1750000,1995,1,0,0,0,1,31000,3,0,1,0,0,0,187.74,5,20.37,0,1,0,0,0,0,0,0,0,1,0,0,0
Bmw,3 Series 320d Prestige,2012,975000,1995,0,1,0,0,1,70000,2,0,1,0,0,0,184,5,18.88,0,1,0,0,0,0,0,0,0,0,0,0,1
Bmw,3 Series 320d Sport Line,2012,1100000,1995,1,0,0,0,1,39000,1,0,1,0,0,0,184,5,18.88,0,1,0,0,0,0,0,0,0,0,0,0,1
Bmw,3 Series 320d Sport Line,2012,880000,1995,0,1,0,0,1,90000,2,0,1,0,0,0,184,5,18.88,0,1,0,0,0,0,0,1,0,0,0,0,0
Bmw,5 Series 520d,2012,1350000,1995,1,0,0,0,1,90000,1,0,1,0,0,0,177,5,18.48,0,1,0,0,0,0,0,0,0,0,1,0,0
Bmw,5 Series 520d Luxury Line,2012,1200000,1995,0,1,0,0,1,80000,2,0,1,0,0,0,190,5,18.12,0,1,0,0,0,0,0,0,1,0,0,0,0
Bmw,5 Series 520d Luxury Line,2012,1250000,1995,0,1,0,0,1,80000,2,0,1,0,0,0,190,5,18.12,0,1,0,0,0,0,0,0,1,0,0,0,0
Bmw,5 Series 520d Luxury Line,2012,1400000,1995,1,0,0,0,1,52000,1,0,1,0,0,0,190,5,18.12,0,1,0,0,0,0,0,0,1,0,0,0,0
Bmw,5 Series 520d Luxury Line,2012,1450000,1995,0,1,0,0,1,79000,2,0,1,0,0,0,190,5,18.12,0,1,0,0,0,0,0,0,1,0,0,0,0
Bmw,5 Series 520d Luxury Line,2012,1900000,1995,1,0,0,0,1,73386,1,0,1,0,0,0,190,5,18.12,0,1,0,0,0,0,0,0,0,0,0,0,1
